pe_ratio,crest_factor,spectral_slope,gd_variance,class
0.6407863980617964,6.575352412737665,-0.0011999744720283259,0.02776131390801259,Click_M2
0.6407863980617963,6.575352412737668,-0.0011999744720287702,0.027761313908227944,Click_M2
0.6407863980617964,6.575352412737672,-0.0011999744720293162,0.02776131390834395,Click_M2
0.6407863980617963,6.575352412737673,-0.0011999744720295042,0.027761313908417292,Click_M2
0.6407863980617964,6.575352412737669,-0.0011999744720289783,0.02776131390827173,Click_M2
0.6407863980617963,6.575352412737652,-0.0011999744720266716,0.02776131390739929,Click_M2
0.6407863980617964,6.575352412737673,-0.00119997447202956,0.027761313908461156,Click_M2
0.6407863980617963,6.5753524127376375,-0.0011999744720248744,0.02776131390677941,Click_M2
0.6407863980617964,6.575352412737654,-0.0011999744720270413,0.02776131390754693,Click_M2
0.6407863980617964,6.575352412737673,-0.0011999744720294467,0.02776131390836772,Click_M2
0.6407863980617964,6.575352412737664,-0.0011999744720282706,0.027761313908005535,Click_M2
0.6407863980617964,6.575352412737672,-0.0011999744720295612,0.027761313908452875,Click_M2
